target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q13188_WT	Fold 2	26:151		0.6080760630095627	0.9096045197740112	0.77190524707081	0.9668874172185431	0.5769230769230769	0.9299363057324841	0.75	0.948051948051948	0.04737646459500764	0.9526235354049923
Q13188_WT	Fold 3	26:151		0.7052409306488341	0.9322033898305084	0.8010697911360163	0.9867549668874173	0.6153846153846154	0.9371069182389937	0.8888888888888888	0.9612903225806452	0.06342333163525217	0.9365766683647478
Q13188_WT	Fold 4	27:150		0.6143086221744041	0.9096045197740112	0.7644444444444445	0.9733333333333334	0.5555555555555556	0.9240506329113924	0.7894736842105263	0.948051948051948	0.14567901234567904	0.854320987654321
Q13188_WT	Fold 5	27:150		0.5635464251039701	0.8983050847457628	0.7425925925925926	0.9666666666666667	0.5185185185185185	0.9177215189873418	0.7368421052631579	0.9415584415584415	0.12493827160493827	0.8750617283950617
Q13188_WT	Mean	-		0.5927432958742737	0.9050847457627119	0.7600421501481104	0.9668079470198675	0.5532763532763533	0.9249888816256554	0.7512227538543328	0.9454114470812762	0.10440364018288964	0.8955963598171103
Q13188_WT	SD	-		0.06910872770365536	0.01675977059230655	0.024951186076962378	0.01377201344673029	0.03756832757310865	0.007112379089048557	0.08786719819921306	0.009835790469991966	0.03734315974227813	0.037343159742278136
Q13188_WT	Test set	19:48		0.2940363438402177	0.746268656716418	0.6162280701754386	0.9166666666666666	0.3157894736842105	0.7719298245614035	0.6	0.838095238095238	0.5307017543859649	0.4692982456140351
Q13177_WT		5:50	Not enough data in minority class of the training set for all 5 folds										
Q13164_WT		2:10	Not enough data in minority class of the training set for all 5 folds										
Q13164_WT	Fold 1	3:12		0.294174202707276	0.8	0.625	0.9166666666666666	0.3333333333333333	0.8461538461538461	0.5	0.8799999999999999	0.2222222222222222	0.7777777777777778
Q13164_WT	Fold 2	4:11		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q13164_WT	Fold 3	4:11		0.82915619758885	0.9333333333333333	0.875	1.0	0.75	0.9166666666666666	1.0	0.9565217391304348	0.20454545454545456	0.7954545454545454
Q13164_WT	Fold 4	4:11		0.8528028654224417	0.9333333333333333	0.9545454545454546	0.9090909090909091	1.0	1.0	0.8	0.9523809523809523	0.07954545454545456	0.9204545454545454
Q13164_WT	Fold 5	4:11		0.82915619758885	0.9333333333333333	0.875	1.0	0.75	0.9166666666666666	1.0	0.9565217391304348	0.045454545454545456	0.9545454545454546
Q13164_WT	Mean	-		0.7610578926614836	0.9200000000000002	0.865909090909091	0.9651515151515152	0.7666666666666666	0.9358974358974359	0.86	0.9490848861283643	0.11035353535353536	0.8896464646464647
Q13164_WT	SD	-		0.22089424652968284	0.059628479399994376	0.11834924038507606	0.03902311873147852	0.22256917360011255	0.05324758886485946	0.17888543819998318	0.03532361799566254	0.08033849247692723	0.08033849247692723
Q13164_WT	Test set	2:10		-0.25819888974716115	0.5833333333333334	0.35	0.7	0.0	0.7777777777777778	0.0	0.7368421052631577	0.6749999999999999	0.32499999999999996
Q13163_WT	Fold 1	5:5		0.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.4	0.6
Q13163_WT	Fold 2	6:4		-0.4082482904638631	0.4	0.3333333333333333	0.0	0.6666666666666666	0.0	0.5	0.0	0.5	0.5
Q13163_WT	Fold 3	6:4		0.16666666666666666	0.6	0.5833333333333333	0.5	0.6666666666666666	0.5	0.6666666666666666	0.5	0.625	0.37500000000000006
Q13163_WT	Fold 4	6:4		-0.0890870806374748	0.5	0.4583333333333333	0.25	0.6666666666666666	0.3333333333333333	0.5714285714285714	0.28571428571428575	0.2916666666666667	0.7083333333333334
Q13163_WT	Fold 5	6:4		-0.0890870806374748	0.5	0.4583333333333333	0.25	0.6666666666666666	0.3333333333333333	0.5714285714285714	0.28571428571428575	0.75	0.25
Q13163_WT	Mean	-		-0.0439511570144292	0.52	0.48666666666666664	0.32	0.6533333333333332	0.35333333333333333	0.5819047619047618	0.33428571428571435	0.5133333333333333	0.4866666666666667
Q13163_WT	SD	-		0.20027436984585475	0.0683130051063973	0.08879335143612531	0.19278658321228337	0.024343224778007377	0.18618986725025255	0.04905763497671582	0.1890901955174205	0.14755727073969666	0.14755727073969668
Q13163_WT	Test set	12:36		0.02706659809803834	0.3958333333333333	0.5138888888888888	0.2777777777777778	0.75	0.7692307692307693	0.2571428571428571	0.40816326530612246	0.4398148148148148	0.5601851851851851
Q13153_WT	Fold 1	2:160		0.0	0.9876543209876543	0.5	1.0	0.0	0.9876543209876543	0.0	0.9937888198757764	0.34375	0.65625
Q13153_WT	Fold 2	1:160		-0.00625	0.9875776397515528	0.496875	0.99375	0.0	0.99375	0.0	0.99375	0.0625	0.9375
Q13153_WT	Fold 3	1:160		-0.00625	0.9875776397515528	0.496875	0.99375	0.0	0.99375	0.0	0.99375	0.3375	0.6625
Q13153_WT	Fold 4	2:159		0.0	0.9875776397515528	0.5	1.0	0.0	0.9875776397515528	0.0	0.99375	0.0	1.0
Q13153_WT	Fold 5	2:159		0.0	0.9875776397515528	0.5	1.0	0.0	0.9875776397515528	0.0	0.99375	0.19811320754716982	0.8018867924528301
Q13153_WT	Mean	-		-0.0025	0.987592975998773	0.49874999999999997	0.9974999999999999	0.0	0.990061920098152	0.0	0.9937577639751553	0.18837264150943395	0.811627358490566
Q13153_WT	SD	-		0.0027950849718747376	2.8000028500112053e-05	0.0013975424859373636	0.002795084971874727	0.0	0.0027490512873443716	0.0	1.4175014428175139e-05	0.12767415893490963	0.12767415893490963
Q13153_WT	Test set	128:79		0.0	0.38164251207729466	0.5	1.0	0.0	0.38164251207729466	0.0	0.5524475524475524	0.5362440664556963	0.4637559335443038
Q13131_WT	Fold 1	17:187		0.34112114616897665	0.9264705882352942	0.5855614973262032	0.9946524064171123	0.17647058823529413	0.93	0.75	0.9612403100775193	0.2132746146586977	0.7867253853413023
Q13131_WT	Fold 2	17:187		-0.056835484213695775	0.8823529411764706	0.48128342245989303	0.9625668449197861	0.0	0.9137055837563451	0.0	0.9375	0.21673482227115448	0.7832651777288455
Q13131_WT	Fold 3	17:187		0.506564221215393	0.9362745098039216	0.6978609625668449	0.983957219251337	0.4117647058823529	0.9484536082474226	0.7	0.9658792650918635	0.06920415224913495	0.930795847750865
Q13131_WT	Fold 4	17:187		0.12182898077463454	0.8970588235294118	0.5427807486631016	0.9679144385026738	0.11764705882352941	0.923469387755102	0.25	0.9451697127937337	0.17017930166719095	0.8298206983328091
Q13131_WT	Fold 5	17:187		0.3328935503945038	0.9215686274509803	0.6096256684491979	0.983957219251337	0.23529411764705882	0.934010152284264	0.5714285714285714	0.9583333333333334	0.16734822271154454	0.8326517772884555
Q13131_WT	Mean	-		0.24911448286796242	0.9127450980392157	0.5834224598930481	0.9786096256684491	0.18823529411764706	0.9299277464086269	0.4542857142857143	0.95362452425929	0.1673482227115445	0.8326517772884555
Q13131_WT	SD	-		0.17868571451153267	0.018209976099026193	0.06566516856176231	0.010695187165775416	0.12432052928743026	0.010525744413893773	0.26129582890678077	0.009676740746975136	0.048628769379741185	0.04862876937974116
Q13131_WT	Test set	11:44		-0.0982946374365981	0.6727272727272727	0.4545454545454546	0.8181818181818182	0.09090909090909091	0.782608695652174	0.1111111111111111	0.8	0.4979338842975206	0.5020661157024793
Q13043_WT	Fold 1	3:9		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.22222222222222224	0.7777777777777778
Q13043_WT	Fold 2	3:9		0.7745966692414834	0.9166666666666666	0.8333333333333333	1.0	0.6666666666666666	0.9	1.0	0.9473684210526316	0.1851851851851852	0.8148148148148149
Q13043_WT	Fold 3	2:9		0.3888888888888889	0.8181818181818182	0.6944444444444444	0.8888888888888888	0.5	0.8888888888888888	0.5	0.8888888888888888	0.16666666666666666	0.8333333333333333
Q13043_WT	Fold 4	2:9		0.6708203932499369	0.9090909090909091	0.75	1.0	0.5	0.9	1.0	0.9473684210526316	0.0	1.0
Q13043_WT	Fold 5	3:8		0.24056261216234406	0.7272727272727273	0.6041666666666666	0.875	0.3333333333333333	0.7777777777777778	0.5	0.823529411764706	0.33333333333333337	0.6666666666666667
Q13043_WT	Mean	-		0.4149737127085307	0.8242424242424242	0.6763888888888888	0.9527777777777778	0.39999999999999997	0.8433333333333334	0.6	0.8928595999803429	0.1814814814814815	0.8185185185185185
Q13043_WT	SD	-		0.25758138748626436	0.07152306924154786	0.10543975129078867	0.05294806835368815	0.20637972912229677	0.059869542673363516	0.34156502553198664	0.04479685705658399	0.09822382360946216	0.09822382360946212
Q13043_WT	Test set	6:15		0.3	0.7142857142857143	0.65	0.8	0.5	0.8	0.5	0.8000000000000002	0.21111111111111114	0.7888888888888889
Q12866_WT	Fold 1	3:11		0.3373495424699933	0.7142857142857143	0.696969696969697	0.7272727272727273	0.6666666666666666	0.8888888888888888	0.4	0.7999999999999999	0.3939393939393939	0.606060606060606
Q12866_WT	Fold 2	3:11		0.15151515151515152	0.7142857142857143	0.5757575757575758	0.8181818181818182	0.3333333333333333	0.8181818181818182	0.3333333333333333	0.8181818181818182	0.21212121212121215	0.7878787878787878
Q12866_WT	Fold 3	4:10		0.055048188256318034	0.6428571428571429	0.525	0.8	0.25	0.7272727272727273	0.3333333333333333	0.761904761904762	0.30000000000000004	0.7
Q12866_WT	Fold 4	4:10		0.0	0.7142857142857143	0.5	1.0	0.0	0.7142857142857143	0.0	0.8333333333333333	0.35	0.65
Q12866_WT	Fold 5	3:10		0.13333333333333333	0.6923076923076923	0.5666666666666667	0.8	0.3333333333333333	0.8	0.3333333333333333	0.8000000000000002	0.3	0.7
Q12866_WT	Mean	-		0.13544924311495926	0.6956043956043956	0.5728787878787879	0.8290909090909091	0.31666666666666665	0.7897258297258297	0.27999999999999997	0.8026839826839826	0.3112121212121212	0.6887878787878787
Q12866_WT	SD	-		0.10475141084919197	0.025298603149936996	0.06198000704533242	0.08305463036667102	0.19484086574166867	0.058224014490073896	0.1299572579307862	0.02182093021925311	0.05540567477309091	0.055405674773090934
Q12866_WT	Test set	153:84		0.4069546992035142	0.6455696202531646	0.7040149393090569	0.9047619047619048	0.5032679738562091	0.5	0.9058823529411765	0.6440677966101696	0.19701213818860877	0.8029878618113913
Q12851_WT	Fold 1	27:190		0.47597698603559785	0.8986175115207373	0.7038011695906432	0.9631578947368421	0.4444444444444444	0.9242424242424242	0.631578947368421	0.9432989690721649	0.16237816764132554	0.8376218323586745
Q12851_WT	Fold 2	27:190		0.41447586699878236	0.880184331797235	0.6932748538011696	0.9421052631578948	0.4444444444444444	0.9226804123711341	0.5217391304347826	0.9322916666666667	0.17290448343079923	0.8270955165692008
Q12851_WT	Fold 3	27:190		0.32104128778334834	0.8755760368663594	0.6270955165692007	0.9578947368421052	0.2962962962962963	0.9054726368159204	0.5	0.9309462915601023	0.2183235867446394	0.7816764132553606
Q12851_WT	Fold 4	27:190		0.44767692827136574	0.8986175115207373	0.6720272904483431	0.9736842105263158	0.37037037037037035	0.9158415841584159	0.6666666666666666	0.9438775510204082	0.1649122807017544	0.8350877192982457
Q12851_WT	Fold 5	27:190		0.3974737576759187	0.8940092165898618	0.6376218323586744	0.9789473684210527	0.2962962962962963	0.9073170731707317	0.6666666666666666	0.9417721518987342	0.24717348927875243	0.7528265107212475
Q12851_WT	Mean	-		0.4113289653530027	0.8894009216589863	0.6667641325536062	0.9631578947368421	0.37037037037037035	0.9151108261517253	0.5973302822273073	0.9384373260436153	0.19313840155945422	0.8068615984405458
Q12851_WT	SD	-		0.04805253284541331	0.008824212974712803	0.027462501826258603	0.011768778828946265	0.060481228216868584	0.007010183137039895	0.06579671413523272	0.005135455368153696	0.030839373074726263	0.03083937307472629
Q12851_WT	Test set	39:25		-0.15735915849388862	0.375	0.48	0.96	0.0	0.38095238095238093	0.0	0.5454545454545454	0.36205128205128206	0.6379487179487179
Q09013_WT		0:2	Only one activity class in traing set for temporal split at 2013										
Q08345_WT	Fold 1	6:8		0.75	0.8571428571428571	0.875	0.75	1.0	1.0	0.75	0.8571428571428571	0.08333333333333334	0.9166666666666666
Q08345_WT	Fold 2	7:7		0.0	0.5	0.5	0.8571428571428571	0.14285714285714285	0.5	0.5	0.631578947368421	0.326530612244898	0.673469387755102
Q08345_WT	Fold 3	6:7		0.5476190476190477	0.7692307692307693	0.7738095238095238	0.7142857142857143	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7692307692307692	0.09523809523809525	0.9047619047619049
Q08345_WT	Fold 4	6:7		0.38575837490522974	0.6923076923076923	0.6785714285714286	0.8571428571428571	0.5	0.6666666666666666	0.75	0.75	0.3571428571428571	0.6428571428571429
Q08345_WT	Fold 5	6:7		0.21957751641341997	0.6153846153846154	0.6071428571428572	0.7142857142857143	0.5	0.625	0.6	0.6666666666666666	0.26190476190476186	0.7380952380952381
Q08345_WT	Mean	-		0.38059098778753947	0.6868131868131868	0.6869047619047619	0.7785714285714287	0.5952380952380952	0.725	0.6628571428571429	0.7349238480817427	0.2248299319727891	0.7751700680272109
Q08345_WT	SD	-		0.2363482356303678	0.11242497621408648	0.11853062343700818	0.05976143046671965	0.2718181553895827	0.15884420506106442	0.08972747855681261	0.0726647010698748	0.10491235478893896	0.10491235478893897
Q08345_WT	Test set	109:31		0.161397059773598	0.7428571428571429	0.5693992305415804	0.25806451612903225	0.8807339449541285	0.38095238095238093	0.8067226890756303	0.30769230769230765	0.38339745486830423	0.6166025451316958
Q07912_WT	Fold 1	10:69		0.6850804140267037	0.9367088607594937	0.7927536231884058	0.9855072463768116	0.6	0.9444444444444444	0.8571428571428571	0.9645390070921985	0.255072463768116	0.744927536231884
Q07912_WT	Fold 2	10:69		0.46259935111317824	0.8860759493670886	0.7210144927536232	0.9420289855072463	0.5	0.9285714285714286	0.5555555555555556	0.935251798561151	0.07101449275362319	0.9289855072463769
Q07912_WT	Fold 3	11:68		0.7752484124524868	0.9493670886075949	0.8181818181818181	1.0	0.6363636363636364	0.9444444444444444	1.0	0.9714285714285714	0.12967914438502673	0.8703208556149733
Q07912_WT	Fold 4	11:68		0.5747884646656032	0.9113924050632911	0.7199197860962567	0.9852941176470589	0.45454545454545453	0.9178082191780822	0.8333333333333334	0.9503546099290779	0.17914438502673796	0.8208556149732621
Q07912_WT	Fold 5	10:68		0.521536192416212	0.9102564102564102	0.65	1.0	0.3	0.9066666666666666	1.0	0.9510489510489509	0.1823529411764706	0.8176470588235294
Q07912_WT	Mean	-		0.6038505669348367	0.9187601428107757	0.7403739440440208	0.9825660699062233	0.49818181818181817	0.9283870406610133	0.8492063492063492	0.95452458761199	0.16345268542199493	0.8365473145780051
Q07912_WT	SD	-		0.1029139426239685	0.02022290423813349	0.05440328844043833	0.019438929206219955	0.10850854659055936	0.01353637409508063	0.14833699226324007	0.011452382776736053	0.055801888298744315	0.05580188829874433
Q07912_WT	Test set	127:264		0.25493577043709414	0.710997442455243	0.5653334526366023	0.9810606060606061	0.14960629921259844	0.7057220708446866	0.7916666666666666	0.820919175911252	0.309800763540921	0.690199236459079
Q07002_WT		1:0	Only one activity class in traing set for temporal split at 2013										
Q06418_WT	Fold 1	15:159		0.45203431364078733	0.9252873563218391	0.6874213836477987	0.9748427672955975	0.4	0.9451219512195121	0.6	0.9597523219814241	0.20796645702306077	0.7920335429769392
Q06418_WT	Fold 2	14:159		0.5844699800971601	0.9479768786127167	0.711141060197664	0.9937106918238994	0.42857142857142855	0.9518072289156626	0.8571428571428571	0.9723076923076922	0.17475292003593892	0.825247079964061
Q06418_WT	Fold 3	15:158		0.4579692886387649	0.930635838150289	0.6603375527426161	0.9873417721518988	0.3333333333333333	0.9397590361445783	0.7142857142857143	0.962962962962963	0.19578059071729953	0.8042194092827004
Q06418_WT	Fold 4	15:158		0.4248016753355097	0.9190751445086706	0.6841772151898735	0.9683544303797469	0.4	0.9444444444444444	0.5454545454545454	0.9562499999999999	0.21561181434599158	0.7843881856540085
Q06418_WT	Fold 5	15:158		0.06945639840855183	0.8959537572254336	0.5206751054852321	0.9746835443037974	0.06666666666666667	0.9166666666666666	0.2	0.9447852760736196	0.2654008438818566	0.7345991561181434
Q06418_WT	Mean	-		0.3977463312241548	0.9237857949637899	0.652750463452637	0.9797866411909879	0.3257142857142857	0.9395598654781729	0.5833766233766233	0.9592116506651397	0.21190252520082947	0.7880974747991705
Q06418_WT	SD	-		0.1580854106256788	0.015444518221998552	0.062049226863684324	0.008486637740497589	0.12164158098794035	0.011022190053245768	0.2003235702678481	0.008193113313923079	0.027481301205721953	0.02748130120572193
Q06418_WT	Test set	102:143		0.06743164567025639	0.5795918367346938	0.5260180995475113	0.8461538461538461	0.20588235294117646	0.599009900990099	0.4883720930232558	0.7014492753623187	0.41889483065953653	0.5811051693404635
Q06187_WT	Fold 1	23:150		0.6792110330146421	0.930635838150289	0.8127536231884058	0.9733333333333334	0.6521739130434783	0.948051948051948	0.7894736842105263	0.9605263157894737	0.048985507246376805	0.9510144927536233
Q06187_WT	Fold 2	24:149		0.6780373767413103	0.930635838150289	0.7674776286353467	0.9932885906040269	0.5416666666666666	0.9308176100628931	0.9285714285714286	0.961038961038961	0.06124161073825503	0.938758389261745
Q06187_WT	Fold 3	23:149		0.7926550602993285	0.9534883720930233	0.8812372337321273	0.9798657718120806	0.782608695652174	0.9668874172185431	0.8571428571428571	0.9733333333333333	0.07265830172162241	0.9273416982783776
Q06187_WT	Fold 4	23:149		0.6327010236988807	0.9244186046511628	0.7541581558214181	0.9865771812080537	0.5217391304347826	0.930379746835443	0.8571428571428571	0.9576547231270359	0.13072658301721624	0.8692734169827838
Q06187_WT	Fold 5	23:149		0.8213148061525846	0.9593023255813954	0.9029763641669099	0.9798657718120806	0.8260869565217391	0.9733333333333334	0.8636363636363636	0.9765886287625419	0.015757222060110883	0.9842427779398891
Q06187_WT	Mean	-		0.7207838599813492	0.9396961957252319	0.8237206011088416	0.982586129753915	0.6648550724637682	0.9498940111004321	0.8591934381408066	0.9658283924102691	0.06587384495671626	0.9341261550432838
Q06187_WT	SD	-		0.06656586762021231	0.012729293019744745	0.05433249389632641	0.00620330686303538	0.11230910040360204	0.016259799408645203	0.04021255814648719	0.00695181467340701	0.03432748151402024	0.034327481514020236
Q06187_WT	Test set	927:203		-0.007786181907684734	0.36460176991150445	0.49538476254244584	0.6995073891625616	0.2912621359223301	0.17772215269086358	0.8157099697885196	0.2834331337325349	0.441665205307656	0.558334794692344
Q05655_WT	Fold 1	35:171		0.7495448469850736	0.9320388349514563	0.8568086883876358	0.9707602339181286	0.7428571428571429	0.9485714285714286	0.8387096774193549	0.9595375722543353	0.032915622389306606	0.9670843776106934
Q05655_WT	Fold 2	34:171		0.6942542506389664	0.9219512195121952	0.8000515995872033	0.9824561403508771	0.6176470588235294	0.9281767955801105	0.875	0.9545454545454546	0.08376332989336085	0.9162366701066391
Q05655_WT	Fold 3	35:170		0.6263864740040087	0.8975609756097561	0.8021008403361345	0.9470588235294117	0.6571428571428571	0.930635838150289	0.71875	0.9387755102040817	0.05882352941176471	0.9411764705882353
Q05655_WT	Fold 4	35:170		0.7131278726168502	0.9219512195121952	0.8394957983193277	0.9647058823529412	0.7142857142857143	0.9425287356321839	0.8064516129032258	0.9534883720930232	0.10638655462184873	0.8936134453781512
Q05655_WT	Fold 5	35:170		0.6899159663865546	0.9121951219512195	0.8449579831932773	0.9470588235294117	0.7428571428571429	0.9470588235294117	0.7428571428571429	0.9470588235294117	0.04285714285714286	0.9571428571428571
Q05655_WT	Mean	-		0.6946458821262909	0.9171394743073644	0.8286829819647158	0.9624079807361541	0.6949579831932773	0.9393943242926849	0.7963536866359447	0.9506811465252613	0.06494923583468476	0.9350507641653152
Q05655_WT	SD	-		0.036599983129299705	0.010614934156720771	0.021210116826276614	0.012570881982503787	0.045404080153117976	0.00769558700232233	0.05317495189101117	0.00653344050068929	0.02457220233378168	0.024572202333781695
Q05655_WT	Test set	71:30		0.1194714120093288	0.42574257425742573	0.5530516431924882	0.8666666666666667	0.23943661971830985	0.325	0.8095238095238095	0.4727272727272728	0.2755868544600939	0.7244131455399061
Q05513_WT	Fold 1	5:165		0.24109369941710834	0.9647058823529412	0.593939393939394	0.9878787878787879	0.2	0.9760479041916168	0.3333333333333333	0.9819277108433735	0.04484848484848484	0.9551515151515151
Q05513_WT	Fold 2	4:165		0.7028598551972535	0.9881656804733728	0.75	1.0	0.5	0.9880239520958084	1.0	0.9939759036144578	0.024242424242424242	0.9757575757575758
Q05513_WT	Fold 3	4:165		0.8634129531752713	0.9940828402366864	0.875	1.0	0.75	0.9939759036144579	1.0	0.9969788519637462	0.0	1.0
Q05513_WT	Fold 4	5:164		0.15521670029695536	0.9467455621301775	0.5847560975609756	0.9695121951219512	0.2	0.9754601226993865	0.16666666666666666	0.9724770642201835	0.11707317073170734	0.8829268292682927
Q05513_WT	Fold 5	5:164		0.6267490496662002	0.9822485207100592	0.7	1.0	0.4	0.9820359281437125	1.0	0.9909365558912386	0.001219512195121951	0.998780487804878
Q05513_WT	Mean	-		0.5178664515505578	0.9751896971806474	0.700739098300074	0.9914781966001478	0.41	0.9831087621489963	0.7	0.9872592173065999	0.037476718403547674	0.9625232815964523
Q05513_WT	SD	-		0.2495323501933512	0.01578043714370964	0.09802404286350073	0.010903549602772598	0.18797162906495576	0.006477682573921355	0.3388433484883757	0.008165425105593219	0.0393365269819921	0.039336526981992095
Q05513_WT	Test set	12:65		0.0	0.8441558441558441	0.5	1.0	0.0	0.8441558441558441	0.0	0.9154929577464789	0.3935897435897436	0.6064102564102565
Q05397_WT	Fold 1	25:169		0.4439533850206256	0.8917525773195877	0.6822485207100593	0.9644970414201184	0.4	0.9157303370786517	0.625	0.9394812680115273	0.12000000000000001	0.88
Q05397_WT	Fold 2	25:169		0.5779187400091215	0.9123711340206185	0.7622485207100592	0.9644970414201184	0.56	0.9367816091954023	0.7	0.9504373177842567	0.09727810650887575	0.9027218934911243
Q05397_WT	Fold 3	25:169		0.39739051058856445	0.8917525773195877	0.6311242603550296	0.9822485207100592	0.28	0.9021739130434783	0.7	0.9405099150141644	0.09562130177514794	0.9043786982248522
Q05397_WT	Fold 4	25:169		0.4872855099594066	0.9020618556701031	0.6881656804733728	0.9763313609467456	0.4	0.9166666666666666	0.7142857142857143	0.9455587392550143	0.16733727810650886	0.8326627218934911
Q05397_WT	Fold 5	25:168		0.5413875024760637	0.9015544041450777	0.7561904761904762	0.9523809523809523	0.56	0.935672514619883	0.6363636363636364	0.943952802359882	0.10047619047619047	0.8995238095238095
Q05397_WT	Mean	-		0.4895871296107564	0.899898509694995	0.7039954916877994	0.9679909833755987	0.44000000000000006	0.9214050081208164	0.6751298701298701	0.943988008484969	0.1161425753733446	0.8838574246266553
Q05397_WT	SD	-		0.059264526604613156	0.007020218875213049	0.04500270699866848	0.009494977596104653	0.09797958971132713	0.012003405012428624	0.03363047132866	0.0035700109464748223	0.024692116771902868	0.024692116771902892
Q05397_WT	Test set	402:540		0.14441786624197958	0.6008492569002123	0.5590381426202322	0.8444444444444444	0.2736318407960199	0.6096256684491979	0.5670103092783505	0.7080745341614907	0.2953519439837847	0.7046480560162153
Q04912_WT	Fold 1	10:68		0.25855781996279087	0.8717948717948718	0.5852941176470589	0.9705882352941176	0.2	0.8918918918918919	0.5	0.9295774647887325	0.17058823529411765	0.8294117647058824
Q04912_WT	Fold 2	10:68		0.5258966480669236	0.9102564102564102	0.6926470588235294	0.9852941176470589	0.4	0.9178082191780822	0.8	0.9503546099290779	0.17352941176470588	0.8264705882352941
Q04912_WT	Fold 3	10:68		0.5504493048515043	0.9102564102564102	0.7352941176470589	0.9705882352941176	0.5	0.9295774647887324	0.7142857142857143	0.9496402877697842	0.18235294117647055	0.8176470588235294
Q04912_WT	Fold 4	11:67		0.5742082035798031	0.9102564102564102	0.7198100407055631	0.9850746268656716	0.45454545454545453	0.9166666666666666	0.8333333333333334	0.949640287769784	0.13297150610583447	0.8670284938941656
Q04912_WT	Fold 5	10:67		0.3685444904748541	0.8831168831168831	0.6350746268656716	0.9701492537313433	0.3	0.9027777777777778	0.6	0.9352517985611511	0.0925373134328358	0.9074626865671642
Q04912_WT	Mean	-		0.45553129338717524	0.8971361971361971	0.6736239923377764	0.9763388937664619	0.37090909090909097	0.9117444040606302	0.6895238095238095	0.9428928897637059	0.15039588155479286	0.8496041184452071
Q04912_WT	SD	-		0.11136290088878494	0.015028550121831831	0.05096805015431282	0.006594958390413023	0.09894763063770363	0.011927134359517144	0.1136024549147624	0.007983512641282253	0.030592395008345492	0.030592395008345517
Q04912_WT	Test set	33:44		0.5458309647504236	0.7792207792207793	0.768939393939394	0.8409090909090909	0.696969696969697	0.7872340425531915	0.7666666666666667	0.8131868131868133	0.1949035812672176	0.8050964187327824
Q04771_WT	Fold 1	9:72		0.31622776601683794	0.9012345679012346	0.5555555555555556	1.0	0.1111111111111111	0.9	1.0	0.9473684210526316	0.18672839506172845	0.8132716049382717
Q04771_WT	Fold 2	9:71		0.3461746182430762	0.9	0.6040688575899844	0.9859154929577465	0.2222222222222222	0.9090909090909091	0.6666666666666666	0.9459459459459459	0.2081377151799687	0.7918622848200313
Q04771_WT	Fold 3	9:71		0.14505109155702653	0.8375	0.5688575899843505	0.9154929577464789	0.2222222222222222	0.9027777777777778	0.25	0.9090909090909091	0.3082942097026604	0.6917057902973396
Q04771_WT	Fold 4	9:71		0.1963717277595324	0.8875	0.5485133020344288	0.9859154929577465	0.1111111111111111	0.8974358974358975	0.5	0.9395973154362417	0.3724569640062598	0.6275430359937402
Q04771_WT	Fold 5	9:71		0.3160053053730427	0.9	0.5555555555555556	1.0	0.1111111111111111	0.8987341772151899	1.0	0.9466666666666668	0.41940532081377147	0.5805946791862285
Q04771_WT	Mean	-		0.2639661017899032	0.8852469135802469	0.566510172143975	0.9774647887323944	0.15555555555555559	0.9016077523039548	0.6833333333333333	0.9377338516384789	0.2990045209528778	0.7009954790471222
Q04771_WT	SD	-		0.07177206918898507	0.022270145798651775	0.018166176472995156	0.028864650044956617	0.04969039949999532	0.0037774168733256098	0.2652741419180738	0.013316338711946053	0.08250314857751181	0.08250314857751186
Q04771_WT	Test set	70:33		0.0	0.32038834951456313	0.5	1.0	0.0	0.32038834951456313	0.0	0.4852941176470588	0.36926406926406924	0.6307359307359307
Q04759_WT	Fold 1	30:84		0.840171499375451	0.9385964912280702	0.9154761904761906	0.9642857142857143	0.8666666666666667	0.9529411764705882	0.896551724137931	0.9585798816568047	0.03214285714285714	0.967857142857143
Q04759_WT	Fold 2	30:84		0.7905704302188621	0.9210526315789473	0.8714285714285714	0.9761904761904762	0.7666666666666667	0.9213483146067416	0.92	0.9479768786127167	0.042857142857142844	0.9571428571428571
Q04759_WT	Fold 3	30:84		0.7677919752263034	0.9122807017543859	0.844047619047619	0.9880952380952381	0.7	0.9021739130434783	0.9545454545454546	0.9431818181818182	0.10357142857142854	0.8964285714285715
Q04759_WT	Fold 4	30:84		0.886857854412185	0.956140350877193	0.9166666666666667	1.0	0.8333333333333334	0.9438202247191011	1.0	0.9710982658959537	0.05158730158730158	0.9484126984126984
Q04759_WT	Fold 5	31:83		0.7540168744090314	0.9035087719298246	0.873105324523902	0.9397590361445783	0.8064516129032258	0.9285714285714286	0.8333333333333334	0.9341317365269461	0.052079284881461324	0.9479207151185387
Q04759_WT	Mean	-		0.8078817267283664	0.9263157894736842	0.8841448744285898	0.9736660929432015	0.7946236559139784	0.9297710114822676	0.9208861024033437	0.9509937161748478	0.056447603008038284	0.9435523969919617
Q04759_WT	SD	-		0.04488531615731389	0.017248983864038156	0.025595195671663473	0.018910876085719664	0.05254167329695425	0.016166929218918966	0.051072489813370175	0.011663306013477261	0.02250474375018278	0.02250474375018279
